holiday,temp,rain,snow,weather,year,month,day,hour,minute,second,actual,predicted
7,302.42,0,0,10,2017,6,3,16,0,0,4480,3905.034901
7,292.75,0,0,10,2017,5,15,13,0,0,4601,3474.8638
7,302.99,0,0,4,2016,7,5,16,0,0,5494,3996.317295
7,288.62,0,0,0,2017,7,3,1,0,0,619,2373.289044
7,281.22,0,0,0,2016,11,6,6,0,0,822,2697.208405
7,291.36,0,0,1,2015,9,28,19,0,0,3323,4119.495638
7,288.17,0,0,0,2013,9,29,10,0,0,4039,3232.796179
7,273.01,0,0,3,2017,1,19,9,0,0,5224,2960.629415
7,274.24,0,0,5,2016,11,24,8,0,0,1452,2697.291487
7,286.72,0,0,4,2017,4,9,21,0,0,2161,4278.394485
7,292.83,0,0,10,2017,4,15,18,0,0,4143,3979.690416
7,299.24,0.25,0,4,2014,6,2,15,0,0,5662,3886.936015
7,275.42,0,0,5,2015,12,16,13,0,0,4939,3206.169797
7,304.47,0,0,0,2018,9,15,19,0,0,3455,4303.776767
7,256.9,0,0,1,2014,3,3,12,0,0,4437,3067.494589
7,289.59,0,0,3,2016,9,14,12,0,0,4706,3383.875837
7,295.43,0,0,1,2018,6,10,22,0,0,1834,4502.753079
7,271.93,0.25,0,4,2014,3,24,16,0,0,6194,3610.894798
7,296.4,0,0,1,2013,9,4,20,0,0,3109,4339.177293
7,285.83,0,0,0,2017,5,2,14,0,0,5317,3633.420476
7,253.27,0,0,0,2014,2,25,3,0,0,369,2145.018881
7,288.02,0,0,1,2017,5,23,18,0,0,4256,4018.916454
7,290.75,0,0,4,2017,5,10,15,0,0,5667,3735.072691
7,285.01,0,0,1,2016,5,12,21,0,0,2838,4290.712075
7,285.46,0,0,1,2013,10,4,5,0,0,2717,2700.499588
7,275.53,0,0,0,2017,2,12,18,0,0,3964,3910.875842
7,301.97,0.25,0,4,2018,9,1,18,0,0,4261,4124.739762
7,289.72,0,0,0,2018,6,14,6,0,0,5824,2869.792364
7,288.5,0,0,1,2017,9,19,5,0,0,3119,2698.048951
7,254.35,0,0,0,2012,12,26,7,0,0,4087,2412.811311
7,278.02,0,0,2,2017,4,20,6,0,0,5641,2706.900357
7,285.29,0,0,4,2012,10,25,16,0,0,6473,3716.245285
7,290.68,0,0,3,2017,9,2,4,0,0,419,2620.207136
7,261.61,0,0,1,2014,1,29,11,0,0,4491,3044.084116
7,275.15,0,0,1,2016,1,28,7,0,0,6583,2829.172143
7,286.38,0,0,1,2013,6,8,10,0,0,3761,3261.690589
7,299.88,0.3,0,4,2015,9,6,14,0,0,4198,3734.559392
7,266.76,0,0,5,2016,1,20,17,0,0,6494,3630.522411
7,279.37,0,0,1,2013,11,19,22,0,0,1685,4237.722928
7,290.42,0,0,10,2017,7,1,3,0,0,465,2447.968416
7,285.62,0,0,5,2017,5,9,10,0,0,4556,3158.691782
7,291.37,0,0,0,2018,6,2,0,0,0,1601,2321.201157
7,260.94,0,0,1,2018,2,7,18,0,0,4394,3676.12143
7,283.2,0,0,1,2014,5,16,12,0,0,5669,3406.205033
7,268.09,0,0,1,2018,3,18,8,0,0,1840,2777.98952
7,294.16,5.59,0,4,2015,7,6,16,0,0,6006,3878.847276
7,256.72,0,0,1,2013,12,5,19,0,0,3172,3612.605641
7,282.49,0.25,0,4,2014,4,25,11,0,0,5165,3260.505039
7,291.54,0,0,1,2013,6,1,0,0,0,1116,2369.154162
7,264.72,0,0,1,2017,12,24,1,0,0,963,1907.122825
7,292.34,0,0,1,2013,8,20,6,0,0,5895,2914.162658
7,290.84,0.38,0,2,2015,8,18,20,0,0,2793,4220.998206
7,271.58,0,0,0,2016,3,25,1,0,0,494,2177.730981
7,274.92,0,0,1,2014,4,13,23,0,0,1015,4377.076148
7,295.51,0,0,0,2013,8,17,10,0,0,4018,3368.520718
7,301.32,0,0,10,2015,7,13,19,0,0,3058,4178.827907
7,289.51,0,0,1,2016,9,25,12,0,0,4587,3401.085434
7,261.52,0,0,8,2017,1,12,12,0,0,4962,3018.161051
7,252.5,0,0,0,2018,1,2,10,0,0,4065,2808.77723
7,274.16,0,0,1,2013,3,11,6,0,0,5230,2738.190886
7,289.66,0,0,1,2018,5,17,4,0,0,929,2671.984922
7,290.53,0,0,5,2017,10,3,1,0,0,332,2278.613361
7,275.02,0,0,8,2017,1,20,6,0,0,5279,2622.0552
7,274.9,0,0,5,2017,1,21,20,0,0,2641,4029.117965
7,283.17,0,0,0,2016,9,30,7,0,0,6301,2830.569003
7,268.73,0,0,5,2018,1,20,5,0,0,703,2465.384952
7,261.56,0,0,1,2013,1,25,22,0,0,2439,4132.031132
7,258.22,0,0,0,2017,2,3,7,0,0,6421,2594.560961
7,267.69,0,0,0,2018,4,2,1,0,0,311,2104.85809
7,274.75,0,0,0,2013,3,23,16,0,0,6264,3724.451365
7,291.42,0,0,2,2015,9,24,11,0,0,4788,3329.500098
7,295.19,0,0,5,2016,7,22,2,0,0,428,2484.674418
7,282.82,0,0,0,2016,6,7,4,0,0,896,2604.893255
7,261.74,0,0,1,2014,1,15,13,0,0,4777,3255.482499
7,307.02,0,0,1,2017,6,10,16,0,0,4231,4098.866211
7,298.35,0,0,1,2017,8,12,18,0,0,4448,4132.999247
7,272.51,0,0,4,2017,1,17,6,0,0,4993,2647.967913
7,294.58,0,0,5,2018,8,11,23,0,0,2511,4495.178722
7,290.14,1.78,0,5,2016,5,26,4,0,0,1050,2634.164423
7,287.55,0,0,1,2017,8,11,3,0,0,409,2513.474939
7,290.21,0,0,0,2013,8,11,9,0,0,2493,3199.760792
7,265.51,0,0,0,2018,2,26,1,0,0,348,2080.3551
7,277.72,0,0,1,2016,1,30,13,0,0,4866,3449.757917
7,290.04,0,0,1,2013,8,12,0,0,0,640,2303.721614
7,268.56,0,0,5,2013,2,26,3,0,0,298,2304.901561
7,261.08,0,0,0,2017,11,10,3,0,0,419,2094.381181
7,262.81,0,0,1,2014,2,12,1,0,0,312,2087.94282
7,283.85,0,0,1,2012,11,20,17,0,0,6019,3826.42917
7,299.79,0,0,0,2018,7,5,18,0,0,4115,4180.358175
7,291.15,0,0,0,2018,6,25,5,0,0,2982,2781.804872
7,280.58,0,0,0,2015,11,14,22,0,0,3125,4251.718555
7,268.89,0,0,5,2012,12,17,10,0,0,4384,2852.755979
7,290.15,0,0,0,2015,11,3,12,0,0,5042,3427.753418
7,291.55,0,0,2,2018,7,20,7,0,0,5821,2942.030329
7,292.27,0,0,0,2018,9,23,21,0,0,2346,4312.2794
7,293.87,0,0,0,2013,5,16,22,0,0,2317,4564.013627
7,302.66,0,0,1,2016,6,18,16,0,0,5036,4038.754076
7,258.21,0,0,0,2017,3,14,3,0,0,340,2176.908007
7,293.92,0,0,1,2016,7,28,21,0,0,2659,4372.222638
7,274.02,0,0,1,2013,4,16,5,0,0,2705,2617.387832
7,291.26,0,0,1,2014,5,26,5,0,0,553,2831.027557
7,294.78,0.69,0,4,2018,9,4,10,0,0,4403,3236.504693
7,290.19,0,0,1,2015,6,30,0,0,0,673,2295.740606
7,267.14,0,0.44,8,2015,12,28,22,0,0,2165,3900.492531
7,259.23,0,0,0,2017,2,3,4,0,0,932,2316.769021
7,295.58,0,0,4,2017,7,26,10,0,0,4467,3269.38371
7,291.76,0,0,0,2016,9,14,14,0,0,4953,3655.233355
7,287.42,0,0,1,2016,9,27,13,0,0,4232,3465.996789
7,274.15,0,0,0,2017,11,25,10,0,0,3914,2952.475731
7,270.55,0,0,1,2018,2,24,16,0,0,3247,3603.942727
7,299.68,0,0,0,2017,6,21,16,0,0,6576,3995.121583
7,272.93,0,0,1,2012,11,29,20,0,0,2913,3950.118357
7,268.55,0,0,5,2018,2,17,8,0,0,2826,2742.330011
7,251.43,0,0,1,2013,12,31,18,0,0,3797,3410.927677
7,290.58,0,0,0,2017,8,18,0,0,0,817,2272.838332
7,300.72,0,0,1,2017,9,21,17,0,0,6533,4044.738924
7,285.25,0,0,5,2013,5,29,9,0,0,5195,3082.54999
7,276.71,0,0,1,2012,10,26,18,0,0,5341,3829.492133
7,298.73,0,0,0,2015,7,9,14,0,0,5391,3806.254789
7,277.02,0,0,4,2017,2,22,5,0,0,2622,2595.109974
7,278.41,0,0,0,2016,2,19,23,0,0,1956,4445.169961
7,272.65,0,0,4,2016,2,16,0,0,0,514,2061.734105
7,263.15,0,0,1,2014,2,21,15,0,0,3429,3448.844474
7,262.89,0,0,1,2013,12,25,20,0,0,2675,3779.612311
7,272.51,0,0,0,2017,12,2,20,0,0,4032,3911.369042
7,282.62,0,0,1,2015,9,13,6,0,0,788,2739.570588
7,292.94,0,0,0,2018,5,27,1,0,0,829,2431.901513
7,255.71,0,0,8,2016,12,13,11,0,0,4643,2669.758567
7,294.93,0,0,5,2018,8,12,9,0,0,2713,3134.026698
7,253.81,0,0,0,2018,2,6,2,0,0,237,2027.578159
7,299.54,0,0,0,2018,9,12,13,0,0,4733,3649.740276
7,264.13,0,0,1,2013,1,2,19,0,0,2687,3900.798545
7,281.01,0,0,0,2016,11,6,8,0,0,2169,2889.17319
7,289.49,0,0,10,2017,4,15,19,0,0,3483,4028.403465
7,282.86,0,0,1,2017,10,23,9,0,0,4965,2985.497148
7,265.95,0,0,1,2018,1,23,6,0,0,3674,2578.669573
7,306.15,0,0,1,2017,6,10,14,0,0,4600,3891.120625
7,274.08,0.38,0,2,2013,12,2,20,0,0,2217,3952.060867
7,282.09,0,0,1,2014,5,11,5,0,0,494,2712.535692
7,292.7,0,0,4,2016,7,5,5,0,0,2468,2773.278324
7,276.542,0,0,0,2016,4,22,2,0,0,442,2334.776913
7,300.27,0,0,1,2014,7,5,14,0,0,3933,3829.879469
7,289.4,0.25,0,4,2013,8,8,3,0,0,388,2546.468828
7,282.29,1.66,0,5,2013,10,15,6,0,0,5452,2681.057241
7,279.61,0,0,4,2012,10,10,9,0,0,5680,2966.132327
7,255.56,0,0,1,2014,2,6,22,0,0,3500,4036.055795
7,287.29,0,0,0,2017,8,5,2,0,0,546,2433.230924
7,295.48,0,0,0,2016,5,26,11,0,0,4919,3468.938408
7,288.5,0,0,4,2016,9,13,19,0,0,3138,4036.726457
7,296.84,0,0,4,2017,7,5,10,0,0,4035,3309.492997
7,273.48,0,0,5,2013,5,4,9,0,0,4037,2936.399857
7,288.35,0,0,1,2014,7,16,8,0,0,5757,3059.24056
7,288.95,0.25,0,4,2016,8,28,6,0,0,912,2776.193562
7,283.74,0,0,0,2017,4,24,8,0,0,6369,3011.124758
7,275.02,0,0,5,2017,1,21,0,0,0,1117,2080.538647
7,300.1,0,0,0,2013,6,25,12,0,0,5341,3654.505322
7,297.6,0.25,0,4,2016,6,30,16,0,0,5855,3907.834913
7,262.52,0,0,1,2013,11,12,3,0,0,324,2145.929893
7,296.54,0,0,0,2015,9,14,20,0,0,2965,4322.039414
7,288.69,0,0,0,2015,8,12,3,0,0,375,2567.694535
7,264.96,0,0,0,2013,1,7,11,0,0,4294,3142.499187
7,289.93,0,0,1,2017,8,24,10,0,0,4708,3217.435294
7,292.42,0,0,0,2015,7,23,1,0,0,444,2431.87215
7,290.3,0,0,5,2015,9,25,3,0,0,401,2487.351948
7,290.76,0,0,1,2016,6,15,4,0,0,1114,2697.773151
7,300.45,0,0,0,2017,9,3,14,0,0,4612,3781.714575
7,257.99,0,0,0,2018,2,9,22,0,0,2485,4035.888678
7,287.15,0,0,0,2017,6,26,9,0,0,4458,3124.252337
7,293.34,0,0,0,2017,6,6,10,0,0,4523,3332.881439
7,286.01,0,0,1,2012,10,16,12,0,0,5015,3390.615089
7,297.57,0,0,0,2014,6,23,10,0,0,4447,3412.708989
7,296.53,6.6,0,10,2013,8,30,6,0,0,5413,2832.059382
7,266.5,0,0,0,2018,2,11,16,0,0,4678,3573.069212
7,275.35,0,0,4,2013,4,10,8,0,0,6125,2890.954513
7,296.71,0,0,0,2013,7,14,11,0,0,3871,3502.745826
7,293.29,0.51,0,10,2016,5,23,20,0,0,2482,4169.032285
7,264.41,0,0,0,2017,2,6,7,0,0,6550,2681.908563
7,260.28,0,0,1,2017,12,7,9,0,0,4958,2639.944628
7,267.95,0,0,0,2017,12,20,1,0,0,418,1973.324303
7,289.7,0,0,0,2013,4,27,12,0,0,5385,3532.624511
7,296.24,0,0,1,2016,8,19,16,0,0,6128,3911.763762
7,283.09,0,0,3,2016,5,11,2,0,0,263,2381.13012
7,293.08,0,0,0,2016,5,26,22,0,0,2621,4506.552969
7,274.99,0,0,1,2012,12,13,12,0,0,5050,3200.543272
7,296.83,1.27,0,4,2015,9,2,2,0,0,325,2524.052303
7,288.29,0,0,5,2013,6,12,7,0,0,6535,2933.427598
7,257.88,0,0,8,2014,1,22,0,0,0,416,1820.026461
7,274.03,0,0,5,2013,4,19,2,0,0,261,2262.395577
7,294.2,0,0,1,2013,7,15,5,0,0,2908,2865.064824
7,284.14,0,0,0,2013,10,8,2,0,0,213,2399.401186
7,295.01,0,0,5,2018,7,13,23,0,0,1971,4515.469792
7,257.73,0,0,1,2014,1,20,19,0,0,2627,3776.822518
7,254.49,0,0,3,2017,1,5,2,0,0,366,2021.867014
7,290.57,0,0,1,2018,8,12,7,0,0,1196,2934.774445
7,290.92,0,0,1,2016,6,27,8,0,0,5332,3077.778537
7,306.76,0,0,0,2016,7,22,14,0,0,4538,3898.29407
7,264.46,0,0,1,2014,3,25,11,0,0,4737,3057.71195
7,276.29,0,0,4,2016,4,1,5,0,0,2539,2585.854291
7,297.93,0,0,0,2018,9,12,12,0,0,4759,3528.698557
7,275.77,0,0,2,2016,11,30,19,0,0,2980,3830.747623
7,255.29,0,0,8,2013,12,30,12,0,0,3672,2779.157639
7,275.68,0,0,1,2017,3,25,9,0,0,4065,2991.038916
7,295.42,0,0,1,2016,7,8,13,0,0,4593,3634.672418
7,290.95,0,0,3,2017,5,11,20,0,0,3423,4239.417166
7,266.08,0,0,1,2012,12,6,1,0,0,348,2004.901443
7,287.212,0,0,0,2016,10,10,8,0,0,5226,2991.737364
7,273.82,0,0,2,2017,1,31,0,0,0,521,2097.288399
7,261.78,0,0,1,2012,12,24,4,0,0,430,2216.0218
7,288.84,0.34,0,5,2018,9,19,13,0,0,4675,3411.843851
7,294.07,0,0,1,2017,8,29,11,0,0,5078,3370.278726
7,284.63,0,0,3,2014,5,8,3,0,0,372,2527.971939
7,289.66,0,0,1,2013,9,15,12,0,0,4523,3449.194507
7,258.09,0,0,1,2017,1,12,2,0,0,279,2096.981249
7,270.34,0,0,1,2017,3,4,1,0,0,672,2154.57688
7,289.65,0,0,1,2018,6,3,14,0,0,4458,3645.396259
7,291.88,0,0,1,2018,5,1,20,0,0,2907,4281.221505
7,289.8,0,0,10,2016,9,9,3,0,0,355,2410.355645
7,259.86,0,0,1,2014,2,24,21,0,0,2032,3982.771536
7,285.73,0,0,10,2012,10,24,6,0,0,5593,2659.308338
7,296.79,0,0,0,2018,5,24,9,0,0,5232,3271.390006
7,295.16,0,0,4,2016,5,30,23,0,0,1126,4570.840541
7,285.4,0.25,0,5,2013,6,6,5,0,0,2749,2702.397993
7,294.87,0,0,4,2017,8,5,19,0,0,3569,4142.282897
7,294.55,0,0,0,2017,10,17,15,0,0,5873,3762.481231
7,279.12,0,0,1,2012,10,30,13,0,0,5130,3372.990493
7,268.68,0,0,8,2013,3,15,7,0,0,5664,2647.396329
7,277.15,0,0,1,2018,3,26,0,0,0,518,2121.973769
7,298.22,0,0,4,2018,6,17,5,0,0,552,2833.888011
7,255.72,0,0,0,2017,1,15,9,0,0,2258,2756.740027
7,273.29,0,0,1,2017,11,26,9,0,0,2404,2826.487471
7,285.86,0,0,0,2017,10,12,23,0,0,1323,4420.803602
7,250.38,0,0,0,2014,1,21,1,0,0,289,1927.964855
7,285.36,0,0,0,2015,10,27,13,0,0,4781,3446.555647
7,271.01,0,0,8,2018,4,15,15,0,0,2171,3386.192648
7,249.93,0,0,0,2018,1,2,7,0,0,5696,2478.674858
7,259.58,0,0,3,2018,2,4,1,0,0,986,1971.821897
7,291.32,0,0,0,2013,9,2,15,0,0,4388,3794.304581
7,268.49,0,0,1,2013,11,26,5,0,0,2727,2413.730359
7,280.57,0,0,0,2012,10,4,7,0,0,6990,2850.814659
7,258.69,0,0,8,2013,1,21,17,0,0,4420,3502.539728
7,289.95,0,0,1,2018,7,23,7,0,0,6306,2930.423775
7,254.15,0,0,0,2018,2,11,4,0,0,254,2222.413188
7,286.623,0,0,4,2016,10,17,22,0,0,2275,4281.642418
7,280.35,0,0,1,2013,10,12,23,0,0,2186,4372.866448
7,284.07,0,0,0,2014,5,23,1,0,0,413,2353.873728
7,278.6,0,0,0,2016,4,27,8,0,0,6518,2944.781653
7,277.46,0,0,5,2017,4,10,17,0,0,6029,3737.116752
7,282.35,0.6,0,4,2016,4,19,5,0,0,2722,2655.881274
7,291.93,0,0,0,2016,8,13,9,0,0,2687,3187.241922
7,278.97,0,0,0,2015,9,29,23,0,0,933,4342.360251
7,292.87,0.51,0,2,2015,7,18,5,0,0,782,2804.002039
7,292.96,0,0,5,2017,6,22,16,0,0,6196,3821.535806
7,248.08,0,0,0,2016,1,11,0,0,0,483,1783.450342
7,276.9,0,0,0,2017,1,18,14,0,0,5117,3550.702486
7,288.21,0,0,3,2015,9,12,10,0,0,2410,3182.606298
7,267.99,0,0,1,2013,3,2,2,0,0,587,2267.268501
7,274.35,0,0,1,2014,4,9,4,0,0,846,2520.064309
7,287.82,0,0,1,2017,8,15,3,0,0,376,2513.287119
7,277.78,0,0,1,2017,3,7,0,0,0,517,2162.672661
7,281.62,0,0,2,2017,5,20,21,0,0,2980,4206.178099
7,282.16,0,0,2,2015,10,12,17,0,0,5697,3775.61874
7,287.81,0,0,1,2013,9,28,15,0,0,4564,3701.280177
7,274.58,0,0,4,2015,12,16,6,0,0,5665,2526.151556
7,291.1,0,0,1,2018,5,21,19,0,0,3249,4151.642525
7,282.15,0,0,0,2014,3,10,16,0,0,6260,3834.149806
7,303.88,0,0,1,2018,5,24,13,0,0,5036,3750.182415
7,288.62,0,0,1,2017,5,3,20,0,0,3144,4243.381938
7,301.21,0,0,1,2013,7,15,16,0,0,6388,4040.176918
7,251.31,0,0,1,2013,12,31,0,0,0,580,1653.874788
7,293.49,0,0,0,2015,8,9,23,0,0,1084,4591.263932
7,261.5,0,0,1,2014,3,22,10,0,0,3797,2920.043994
7,272.89,0,0,5,2017,1,18,23,0,0,968,4295.397817
7,295.82,0,0,0,2018,9,17,2,0,0,260,2517.534903
7,303.83,0,0,0,2013,5,15,20,0,0,3147,4515.54766
7,275.17,0,0,1,2013,4,23,6,0,0,5461,2724.475315
7,277.88,2.1,0,4,2014,4,24,10,0,0,4425,3096.900727
7,292.04,0,0,0,2013,5,1,8,0,0,5860,3187.539842
7,255.55,0,0,0,2018,2,21,8,0,0,5638,2622.603781
7,272.42,0,0,1,2013,3,26,23,0,0,1077,4355.050268
7,264.36,0,0,1,2012,12,27,14,0,0,5212,3225.786985
7,278.6,0,0,5,2016,3,26,21,0,0,2710,4155.244799
7,287.07,0,0,4,2017,9,26,8,0,0,6261,2917.854605
7,279.15,0,0,1,2018,1,26,17,0,0,5829,3841.129269
7,278.15,0,0,1,2018,3,22,16,0,0,6918,3700.984834
7,281.93,0,0,4,2016,3,14,8,0,0,5969,2963.45722
7,289.81,0.3,0,5,2018,9,17,19,0,0,2897,4013.178497
7,284.32,1.98,0,5,2014,5,19,16,0,0,6215,3750.304948
7,273.28,0,0,5,2016,11,18,20,0,0,2027,3859.663282
7,270.84,0,0,0,2017,4,7,5,0,0,2599,2547.647281
7,276.31,0,0,2,2013,1,12,19,0,0,2627,4053.566186
7,288.63,2.48,0,4,2018,9,17,17,0,0,5412,3816.057881
7,296.37,0,0,1,2018,8,11,22,0,0,3167,4483.306
7,280.8,0,0,3,2012,12,2,16,0,0,4135,3657.126139
7,280.53,0,0,0,2014,3,13,14,0,0,5419,3612.345566
7,295.01,0,0,1,2018,5,20,19,0,0,2842,4209.808124
7,260.29,0,0,3,2013,2,17,10,0,0,3234,2905.721642
7,274.15,0,0,8,2017,10,27,9,0,0,4444,2749.98967
7,274.01,0,0,5,2015,11,30,20,0,0,1714,3869.792458
7,293.9,2.29,0,4,2016,9,6,8,0,0,5267,3050.47696
7,265.05,0,0,1,2013,12,18,8,0,0,5856,2648.207053
7,278.68,0,0,4,2017,3,26,18,0,0,3694,3866.874428
7,253.34,0,0,8,2013,12,30,10,0,0,3793,2555.631252
7,291.49,0,0,7,2015,7,6,14,0,0,4888,3599.459519
7,289.88,0,0,0,2017,8,30,4,0,0,879,2640.277524
7,280.87,0,0,1,2012,10,5,18,0,0,5384,3911.975792
7,265.31,0,0,0,2013,1,18,16,0,0,6514,3623.830716
7,255.21,0,0,8,2016,1,11,11,0,0,4135,2841.338461
7,267.65,0,0,8,2017,12,14,19,0,0,3397,3611.462346
7,260.53,0,0,5,2013,12,9,1,0,0,291,1849.355616
7,254.92,0,0,8,2017,12,29,11,0,0,4345,2629.821543
7,273.76,0,0,1,2013,4,17,5,0,0,2610,2612.555496
7,278.95,0,0,0,2017,11,20,22,0,0,3268,4197.978542
7,295.74,0,0,0,2017,9,24,0,0,0,1361,2325.961479
7,281.11,0,0,5,2013,4,22,18,0,0,3780,3923.01392
7,295.55,0,0,1,2018,6,24,22,0,0,1962,4490.040933
7,289.35,0,0,1,2017,7,1,7,0,0,2126,2956.249853
7,255.38,0,0,1,2013,12,23,11,0,0,4792,2794.294075
7,271.15,0,0,1,2017,11,15,21,0,0,2461,3976.783554
7,283.35,0,0,1,2018,5,11,13,0,0,5323,3463.633394
7,295.24,0,0,3,2016,9,1,12,0,0,5013,3479.865117
7,266.24,0,0,1,2012,12,6,0,0,0,536,1909.722702
7,296.26,0,0,1,2016,7,10,23,0,0,1154,4620.046235
7,269.56,0,0,1,2012,11,29,7,0,0,7020,2633.160132
7,281.6,0,0,0,2015,10,3,23,0,0,2020,4391.579568
7,298.86,0,0,0,2013,7,20,12,0,0,4639,3625.478417
7,267.15,0,0,0,2017,11,9,13,0,0,5340,3159.274752
7,272.08,0,0,5,2018,1,19,1,0,0,333,2125.301365
7,284.79,0,0,4,2017,9,5,23,0,0,945,4368.987488
7,287.29,0,0,4,2018,5,21,6,0,0,5721,2783.638562
7,274.08,0,0,5,2015,12,1,4,0,0,990,2324.439004
7,300.08,0,0,1,2018,6,14,17,0,0,6049,4078.981989
7,275.81,2.13,0,4,2014,4,4,14,0,0,4561,3477.389725
7,286.975,0,0,0,2016,10,16,11,0,0,3377,3274.624736
7,294,0,0,0,2016,4,18,10,0,0,4587,3374.136751
7,297.09,0,0,1,2014,7,25,22,0,0,2756,4542.881776
7,281.86,0,0,1,2016,9,27,8,0,0,5537,2897.171704
7,276.35,0,0,0,2013,3,27,15,0,0,5646,3646.180672
7,278.28,0,0,1,2013,4,5,2,0,0,310,2398.450217
7,281.74,0,0,1,2012,10,12,13,0,0,5383,3429.872135
7,280.44,0,0,1,2017,10,9,7,0,0,6517,2769.568759
7,258.68,0,0,1,2018,2,7,20,0,0,3037,3838.131918
7,272.28,0,0,1,2016,12,2,20,0,0,3172,3904.997723
7,258.2,0,0,1,2013,2,16,8,0,0,2807,2710.927201
7,278.73,0,0,5,2016,3,7,5,0,0,2783,2616.50999
7,290.9,0.89,0,5,2016,5,27,14,0,0,5095,3619.287226
7,291.15,0,0,5,2018,7,20,4,0,0,873,2599.019154
7,281.86,0,0,0,2017,12,1,14,0,0,5711,3463.923297
7,292.01,0,0,4,2018,7,26,13,0,0,5029,3497.907725
7,291.22,0,0,0,2017,6,16,1,0,0,540,2413.92203
7,298.58,0,0,1,2017,8,8,20,0,0,3106,4335.526267
7,294.04,0.51,0,4,2013,6,16,0,0,0,1461,2345.634529
7,291.19,0,0,0,2016,6,16,9,0,0,5270,3205.478352
7,274.67,0,0,5,2013,5,4,12,0,0,4991,3246.337873
7,274.36,0,0,4,2013,4,19,0,0,0,516,2087.056389
7,294.9,0,0,0,2018,9,6,15,0,0,5786,3783.174084
7,271.75,0,0,1,2013,3,1,13,0,0,5626,3395.925329
7,281.52,0,0,0,2014,5,22,6,0,0,5850,2805.229944
7,258.89,0,0,1,2013,12,18,0,0,0,658,1778.064945
7,290.24,0,0,1,2016,5,17,18,0,0,4459,4069.415879
7,288.78,0,0,0,2016,8,17,7,0,0,5657,2942.048293
7,272.26,0,0,8,2013,4,13,0,0,0,1128,2003.082329
7,270.36,0,0,0,2018,4,16,10,0,0,3626,3007.055901
7,287.32,0,0,5,2013,5,19,11,0,0,4016,3318.162348
7,286.64,0,0,5,2013,10,5,8,0,0,3452,2949.769531
7,292.94,0,0,5,2018,8,12,1,0,0,868,2324.816015
7,293.89,0,0,0,2018,5,25,23,0,0,1828,4593.215297
7,270.81,0,0,8,2017,12,11,5,0,0,2907,2295.502647
7,295.68,0,0,4,2017,7,6,9,0,0,4707,3193.993356
7,288.43,0,0,1,2018,9,26,15,0,0,5693,3653.098125
7,293.89,0,0,10,2018,5,25,0,0,0,648,2201.6109
7,271.9,0,0,1,2017,1,1,14,0,0,3431,3480.336381
7,300.56,0,0,0,2018,8,10,20,0,0,3344,4365.401818
7,285.57,0,0,3,2017,9,1,2,0,0,357,2351.54055
7,295.37,0,0,1,2016,7,21,8,0,0,5461,3132.926327
7,277.68,0,0,0,2018,2,14,17,0,0,6154,3830.846597
7,270.93,0,0,1,2016,2,17,19,0,0,3316,3933.00109
7,278.76,0,0,1,2016,4,29,9,0,0,5221,3027.697502
7,284.22,0,0,5,2016,4,20,4,0,0,941,2569.705628
7,295,0,0,0,2013,4,28,14,0,0,4546,3804.067349
7,299.36,0,0,0,2015,7,21,18,0,0,4433,4193.127746
7,294.09,0,0,0,2017,7,16,9,0,0,2809,3219.91666
7,258.68,0,0,8,2017,1,11,11,0,0,3563,2880.180008
7,267.6,0,0,0,2013,3,13,1,0,0,368,2167.559612
7,292.15,0,0,0,2017,5,27,10,0,0,3812,3309.869465
7,295.08,0,0,5,2017,7,26,9,0,0,5034,3149.688972
7,294.05,0,0,1,2016,8,24,9,0,0,4872,3191.981071
7,300.15,0,0,0,2013,7,4,12,0,0,3526,3660.859785
7,272.83,0,0,0,2013,3,23,13,0,0,5000,3403.846697
7,275.42,0,0,4,2016,1,28,5,0,0,2729,2593.467546
7,271.74,0,0,1,2012,12,10,17,0,0,4208,3643.737701
7,274.29,0,0,8,2017,1,23,10,0,0,4216,2998.355331
7,283.6,0,0,0,2013,3,31,18,0,0,4246,4040.533495
7,298.33,0,0,0,2015,8,1,21,0,0,2646,4475.218064
7,284.56,0,0,0,2015,9,20,2,0,0,743,2385.490424
7,297,0,0,0,2018,8,4,21,0,0,2938,4417.099789
7,257.82,0,0,8,2013,12,23,1,0,0,362,1750.675403
7,261.44,0,0,1,2013,2,25,5,0,0,2459,2456.420398
7,262.28,0,0,5,2016,12,10,20,0,0,2315,3691.12446
7,248.15,0,0,0,2014,1,2,8,0,0,4944,2597.628726
7,285.87,0,0,0,2013,8,9,5,0,0,2827,2748.345313
7,257.18,0,0,1,2013,12,12,4,0,0,795,2149.344754
7,273.62,0,0,0,2017,11,29,0,0,0,552,1965.432059
7,299.47,0,0,0,2015,8,30,17,0,0,4332,4071.844636
7,273.42,0,0,1,2017,4,27,11,0,0,5054,3134.908411
7,289.52,0,0,0,2013,8,8,22,0,0,2238,4460.494659
7,287.65,0,0,4,2016,6,4,6,0,0,1625,2814.112843
7,291.29,0,0,4,2017,8,25,22,0,0,2863,4361.857278
7,273.32,0,0,8,2013,2,11,15,0,0,5177,3515.535923
7,279.28,0,0,1,2016,3,28,10,0,0,4533,3149.92004
7,281.09,0,0,0,2016,11,10,3,0,0,419,2398.625934
7,280.31,0,0,1,2013,4,27,0,0,0,1270,2210.347396
